,6-ms-simple2-fjsp-2000-MK-,converged_iterations,total_time,min
Mk01,42.0,986.0,46.36015963554382,42.0
Mk02,34.0,1433.0,71.98526811599731,32.0
Mk03,204.0,1166.0,170.0553319454193,204.0
Mk04,74.0,1727.0,120.83143472671509,69.0
Mk05,179.0,1691.0,198.7091100215912,178.0
Mk06,80.0,1202.0,140.22006106376648,79.0
Mk07,158.0,1820.0,216.96257758140564,151.0
Mk08,523.0,530.0,97.35509133338928,523.0
Mk09,313.0,3347.0,723.7529027462006,311.0
Mk10,246.0,4016.0,887.0288908481598,243.0
