,episode,make_span,reward,min
0,0.0,250.0,-105.26315789473689,250.0
1,1.0,228.0,-96.0,228.0
2,2.0,244.0,-102.73684210526318,228.0
3,3.0,213.0,-89.68421052631581,213.0
4,4.0,216.0,-90.94736842105266,213.0
5,5.0,255.0,-107.36842105263159,213.0
6,6.0,235.0,-98.94736842105259,213.0
7,7.0,213.0,-89.68421052631581,213.0
8,8.0,216.0,-90.94736842105264,213.0
9,9.0,223.0,-93.89473684210532,213.0
10,10.0,232.0,-97.6842105263158,213.0
11,11.0,232.0,-97.68421052631578,213.0
12,12.0,234.0,-98.52631578947366,213.0
13,13.0,238.0,-100.21052631578947,213.0
14,14.0,223.0,-93.89473684210529,213.0
15,15.0,244.0,-102.73684210526315,213.0
16,16.0,228.0,-95.99999999999997,213.0
17,17.0,237.0,-99.78947368421055,213.0
18,18.0,213.0,-89.68421052631581,213.0
19,19.0,213.0,-89.68421052631581,213.0
20,20.0,253.0,-106.52631578947367,213.0
21,21.0,216.0,-90.94736842105264,213.0
22,22.0,250.0,-105.26315789473688,213.0
23,23.0,222.0,-93.47368421052632,213.0
24,24.0,256.0,-107.78947368421046,213.0
25,25.0,251.0,-105.68421052631572,213.0
26,26.0,261.0,-109.8947368421053,213.0
27,27.0,239.0,-100.6315789473684,213.0
28,28.0,250.0,-105.26315789473685,213.0
29,29.0,227.0,-95.57894736842104,213.0
30,30.0,223.0,-93.89473684210523,213.0
31,31.0,236.0,-99.3684210526316,213.0
32,32.0,262.0,-110.3157894736842,213.0
33,33.0,234.0,-98.52631578947373,213.0
34,34.0,268.0,-112.84210526315793,213.0
35,35.0,213.0,-89.68421052631577,213.0
36,36.0,211.0,-88.84210526315792,211.0
37,37.0,227.0,-95.5789473684211,211.0
38,38.0,223.0,-93.89473684210525,211.0
39,39.0,231.0,-97.26315789473684,211.0
40,40.0,242.0,-101.8947368421052,211.0
41,41.0,225.0,-94.73684210526318,211.0
42,42.0,223.0,-93.89473684210523,211.0
43,43.0,248.0,-104.42105263157892,211.0
44,44.0,228.0,-95.99999999999997,211.0
45,45.0,216.0,-90.94736842105263,211.0
46,46.0,232.0,-97.68421052631584,211.0
47,47.0,223.0,-93.89473684210526,211.0
48,48.0,232.0,-97.6842105263158,211.0
49,49.0,244.0,-102.73684210526315,211.0
50,50.0,228.0,-95.99999999999999,211.0
51,51.0,237.0,-99.78947368421052,211.0
52,52.0,250.0,-105.26315789473678,211.0
53,53.0,219.0,-92.21052631578952,211.0
54,54.0,239.0,-100.63157894736841,211.0
55,55.0,244.0,-102.73684210526315,211.0
56,56.0,223.0,-93.89473684210525,211.0
57,57.0,220.0,-92.63157894736835,211.0
58,58.0,235.0,-98.9473684210526,211.0
59,59.0,220.0,-92.63157894736844,211.0
60,60.0,227.0,-95.57894736842104,211.0
61,61.0,220.0,-92.63157894736841,211.0
62,62.0,230.0,-96.84210526315792,211.0
63,63.0,211.0,-88.84210526315788,211.0
64,64.0,218.0,-91.78947368421048,211.0
65,65.0,211.0,-88.84210526315788,211.0
66,66.0,211.0,-88.84210526315788,211.0
67,67.0,225.0,-94.73684210526312,211.0
68,68.0,220.0,-92.63157894736842,211.0
69,69.0,223.0,-93.89473684210523,211.0
70,70.0,220.0,-92.63157894736838,211.0
71,71.0,232.0,-97.68421052631578,211.0
72,72.0,230.0,-96.84210526315788,211.0
73,73.0,233.0,-98.10526315789468,211.0
74,74.0,227.0,-95.57894736842104,211.0
75,75.0,220.0,-92.63157894736841,211.0
76,76.0,225.0,-94.73684210526318,211.0
77,77.0,211.0,-88.84210526315788,211.0
78,78.0,237.0,-99.78947368421046,211.0
79,79.0,220.0,-92.63157894736842,211.0
80,80.0,223.0,-93.89473684210525,211.0
81,81.0,211.0,-88.84210526315795,211.0
82,82.0,227.0,-95.57894736842107,211.0
83,83.0,222.0,-93.47368421052634,211.0
84,84.0,211.0,-88.8421052631579,211.0
85,85.0,237.0,-99.7894736842105,211.0
86,86.0,232.0,-97.6842105263158,211.0
87,87.0,211.0,-88.84210526315788,211.0
88,88.0,214.0,-90.10526315789477,211.0
89,89.0,211.0,-88.84210526315792,211.0
90,90.0,223.0,-93.89473684210525,211.0
91,91.0,211.0,-88.84210526315786,211.0
92,92.0,218.0,-91.78947368421053,211.0
93,93.0,220.0,-92.63157894736844,211.0
94,94.0,241.0,-101.47368421052633,211.0
95,95.0,214.0,-90.1052631578947,211.0
96,96.0,214.0,-90.10526315789473,211.0
97,97.0,225.0,-94.7368421052631,211.0
98,98.0,216.0,-90.94736842105264,211.0
99,99.0,204.0,-85.89473684210526,204.0
100,100.0,211.0,-88.84210526315786,204.0
101,101.0,216.0,-90.94736842105263,204.0
102,102.0,235.0,-98.9473684210526,204.0
103,103.0,218.0,-91.7894736842105,204.0
104,104.0,211.0,-88.84210526315786,204.0
105,105.0,211.0,-88.8421052631579,204.0
106,106.0,220.0,-92.63157894736844,204.0
107,107.0,211.0,-88.84210526315788,204.0
108,108.0,220.0,-92.63157894736841,204.0
109,109.0,218.0,-91.78947368421052,204.0
110,110.0,216.0,-90.9473684210526,204.0
111,111.0,211.0,-88.84210526315789,204.0
112,112.0,220.0,-92.63157894736844,204.0
113,113.0,211.0,-88.84210526315786,204.0
114,114.0,214.0,-90.1052631578947,204.0
115,115.0,227.0,-95.57894736842105,204.0
116,116.0,223.0,-93.89473684210527,204.0
117,117.0,220.0,-92.63157894736842,204.0
118,118.0,230.0,-96.84210526315785,204.0
119,119.0,214.0,-90.10526315789475,204.0
120,120.0,211.0,-88.84210526315789,204.0
121,121.0,211.0,-88.84210526315788,204.0
122,122.0,204.0,-85.89473684210526,204.0
123,123.0,223.0,-93.89473684210526,204.0
124,124.0,211.0,-88.84210526315792,204.0
125,125.0,218.0,-91.7894736842105,204.0
126,126.0,221.0,-93.05263157894737,204.0
127,127.0,216.0,-90.94736842105263,204.0
128,128.0,220.0,-92.63157894736845,204.0
129,129.0,225.0,-94.73684210526311,204.0
130,130.0,220.0,-92.63157894736842,204.0
131,131.0,213.0,-89.68421052631581,204.0
132,132.0,220.0,-92.63157894736847,204.0
133,133.0,241.0,-101.4736842105263,204.0
134,134.0,220.0,-92.63157894736842,204.0
135,135.0,223.0,-93.89473684210529,204.0
136,136.0,211.0,-88.84210526315792,204.0
137,137.0,220.0,-92.63157894736841,204.0
138,138.0,211.0,-88.84210526315789,204.0
139,139.0,220.0,-92.63157894736841,204.0
140,140.0,214.0,-90.10526315789475,204.0
141,141.0,223.0,-93.8947368421053,204.0
142,142.0,245.0,-103.15789473684214,204.0
143,143.0,227.0,-95.5789473684211,204.0
144,144.0,220.0,-92.63157894736842,204.0
145,145.0,230.0,-96.84210526315785,204.0
146,146.0,214.0,-90.10526315789475,204.0
147,147.0,223.0,-93.89473684210517,204.0
148,148.0,232.0,-97.68421052631577,204.0
149,149.0,227.0,-95.57894736842105,204.0
150,150.0,216.0,-90.9473684210526,204.0
151,151.0,239.0,-100.63157894736845,204.0
152,152.0,228.0,-96.00000000000001,204.0
153,153.0,222.0,-93.47368421052636,204.0
154,154.0,228.0,-95.99999999999997,204.0
155,155.0,216.0,-90.94736842105266,204.0
156,156.0,225.0,-94.73684210526318,204.0
157,157.0,234.0,-98.52631578947367,204.0
158,158.0,229.0,-96.42105263157897,204.0
159,159.0,225.0,-94.73684210526315,204.0
160,160.0,225.0,-94.73684210526318,204.0
161,161.0,225.0,-94.73684210526314,204.0
162,162.0,222.0,-93.47368421052632,204.0
163,163.0,239.0,-100.63157894736838,204.0
164,164.0,246.0,-103.57894736842103,204.0
165,165.0,251.0,-105.68421052631581,204.0
166,166.0,213.0,-89.68421052631581,204.0
167,167.0,211.0,-88.8421052631579,204.0
168,168.0,232.0,-97.68421052631581,204.0
169,169.0,220.0,-92.63157894736842,204.0
170,170.0,211.0,-88.8421052631579,204.0
171,171.0,223.0,-93.89473684210525,204.0
172,172.0,239.0,-100.63157894736835,204.0
173,173.0,242.0,-101.89473684210523,204.0
174,174.0,214.0,-90.10526315789475,204.0
175,175.0,213.0,-89.68421052631578,204.0
176,176.0,235.0,-98.94736842105263,204.0
177,177.0,211.0,-88.84210526315789,204.0
178,178.0,211.0,-88.8421052631579,204.0
179,179.0,223.0,-93.89473684210526,204.0
180,180.0,239.0,-100.63157894736841,204.0
181,181.0,229.0,-96.42105263157895,204.0
182,182.0,239.0,-100.63157894736838,204.0
183,183.0,241.0,-101.47368421052632,204.0
184,184.0,211.0,-88.84210526315789,204.0
185,185.0,216.0,-90.94736842105266,204.0
186,186.0,235.0,-98.9473684210526,204.0
187,187.0,211.0,-88.84210526315789,204.0
188,188.0,235.0,-98.9473684210526,204.0
189,189.0,236.0,-99.36842105263159,204.0
190,190.0,244.0,-102.73684210526314,204.0
191,191.0,223.0,-93.89473684210535,204.0
192,192.0,234.0,-98.52631578947373,204.0
193,193.0,237.0,-99.78947368421053,204.0
194,194.0,230.0,-96.84210526315789,204.0
195,195.0,223.0,-93.89473684210529,204.0
196,196.0,216.0,-90.94736842105264,204.0
197,197.0,227.0,-95.57894736842104,204.0
198,198.0,220.0,-92.63157894736845,204.0
199,199.0,220.0,-92.63157894736841,204.0
200,200.0,223.0,-93.89473684210523,204.0
201,201.0,223.0,-93.89473684210523,204.0
202,202.0,218.0,-91.78947368421052,204.0
203,203.0,253.0,-106.52631578947364,204.0
204,204.0,223.0,-93.89473684210526,204.0
205,205.0,232.0,-97.68421052631585,204.0
206,206.0,232.0,-97.68421052631581,204.0
207,207.0,236.0,-99.36842105263159,204.0
208,208.0,232.0,-97.68421052631578,204.0
209,209.0,227.0,-95.57894736842105,204.0
210,210.0,241.0,-101.47368421052634,204.0
211,211.0,250.0,-105.26315789473685,204.0
212,212.0,216.0,-90.94736842105259,204.0
213,213.0,237.0,-99.78947368421049,204.0
214,214.0,236.0,-99.36842105263158,204.0
215,215.0,218.0,-91.78947368421055,204.0
216,216.0,243.0,-102.3157894736842,204.0
217,217.0,223.0,-93.89473684210532,204.0
218,218.0,218.0,-91.78947368421048,204.0
219,219.0,218.0,-91.78947368421052,204.0
220,220.0,227.0,-95.57894736842105,204.0
221,221.0,227.0,-95.57894736842103,204.0
222,222.0,227.0,-95.57894736842105,204.0
223,223.0,234.0,-98.52631578947361,204.0
224,224.0,248.0,-104.42105263157893,204.0
225,225.0,218.0,-91.78947368421056,204.0
226,226.0,211.0,-88.84210526315789,204.0
227,227.0,254.0,-106.9473684210526,204.0
228,228.0,253.0,-106.5263157894737,204.0
229,229.0,266.0,-112.00000000000004,204.0
230,230.0,243.0,-102.31578947368422,204.0
231,231.0,211.0,-88.84210526315792,204.0
232,232.0,250.0,-105.26315789473679,204.0
233,233.0,227.0,-95.57894736842104,204.0
234,234.0,220.0,-92.63157894736845,204.0
